#
# Table of Datum aliases. Datum may be geodetic, vertical, temporal, etc.
# Ellipsoid and prime meridian names may appear in this table as well.
# The first line shall contains the authority names. All other lines are
# datum names.
#
# (C) 2005-2008, Open Source Geospatial Foundation (OSGeo)
#

# The authorities for each column
EPSG;OGR;ESRI;Oracle;OGC

# The values for each column.
Grenada 1953;Grenada_1953;D_Grenada_1953;
Guadeloupe 1948;Guadeloupe_1948;;
Guam 1963;Guam_1963;;Guam 1963
Gulshan 303;Gulshan_303;;
Gunung Segara;Gunung_Segara;D_Gunung_Segara;
Gunung Segara (Jakarta);Gunung_Segara_Jakarta;;
Guyane Francaise;Guyane_Francaise;;
Hanoi 1972;Hanoi_1972;D_Hanoi_1972;
Hartebeesthoek94;Hartebeesthoek94;D_Hartebeesthoek_1994;
Helle 1954;Helle_1954;D_Helle_1954;
Herat North;Herat_North;;
Hito XVIII 1963;Hito_XVIII_1963;D_Hito_XVIII_1963;Hito XVIII 1963
Hjorsey 1955;Hjorsey_1955;D_Hjorsey_1955;
Hong Kong 1980;Hong_Kong_1980;D_Hong_Kong_1980;
Hu Tzu Shan;Hu_Tzu_Shan;;Hu-Tzu-Shan
Hungarian Datum 1972;Hungarian_Datum_1972;D_Hungarian_1972;
IERS Terrestrial Reference Frame 1988;IERS_Terrestrial_Reference_Frame_1988;;
IERS Terrestrial Reference Frame 1989;IERS_Terrestrial_Reference_Frame_1989;D_ITRF_1989;
IERS Terrestrial Reference Frame 1990;IERS_Terrestrial_Reference_Frame_1990;D_ITRF_1990;
IERS Terrestrial Reference Frame 1991;IERS_Terrestrial_Reference_Frame_1991;D_ITRF_1991;
IERS Terrestrial Reference Frame 1992;IERS_Terrestrial_Reference_Frame_1992;D_ITRF_1992;
IERS Terrestrial Reference Frame 1993;IERS_Terrestrial_Reference_Frame_1993;D_ITRF_1993;
IERS Terrestrial Reference Frame 1994;IERS_Terrestrial_Reference_Frame_1994;D_ITRF_1994;
IERS Terrestrial Reference Frame 1996;IERS_Terrestrial_Reference_Frame_1996;D_ITRF_1996;
IERS Terrestrial Reference Frame 1997;IERS_Terrestrial_Reference_Frame_1997;D_ITRF_1997;
IERS Terrestrial Reference Frame 2000;IERS_Terrestrial_Reference_Frame_2000;D_ITRF_2000;
IGN53 Mare;IGN53_Mare;D_IGN53_Mare
IGN56 Lifou;IGN56_Lifou;D_IGN56_Lifou
IGN72 Grande Terre;IGN72_Grande_Terre;D_IGN72_Grande_Terre
IGN72 Nuku Hiva;IGN72_Nuku_Hiva;D_IGN72_Nuku_Hiva
Indian 1954;Indian_1954;D_Indian_1954
Indian 1960;Indian_1960;D_Indian_1960
Indian 1975;Indian_1975;D_Indian_1975
Indonesian Datum 1974;Indonesian_Datum_1974;
Iraq-Kuwait Boundary Datum 1992;Iraq-Kuwait_Boundary_Datum_1992;D_Iraq_Kuwait_Boundary_1992
IRENET95;IRENET95;D_IRENET95
Islands Network 1993;Islands_Network_1993;D_Islands_Network_1993
Israel;Israel;D_Israel
Istituto Geografico Militaire 1995;Istituto_Geografico_Militaire_1995;D_IGM_1995
Jamaica 1875;Jamaica_1875;D_Jamaica_1875
Jamaica 1969;Jamaica_1969;
Japanese Geodetic Datum 2000;Japanese_Geodetic_Datum_2000;D_JGD_2000
Jednotne Trigonometricke Site Katastralni;Jednotne_Trigonometricke_Site_Katastralni;;
Jouik 1961;Jouik_1961;;
K0 1949;K0_1949;D_K0_1949;
Kalianpur 1880;Kalianpur_1880;D_Kalianpur_1880;
Kalianpur 1937;Kalianpur_1937;D_Kalianpur_1937;
Kalianpur 1962;Kalianpur_1962;D_Kalianpur_1962;
Kalianpur 1975;Kalianpur_1975;D_Kalianpur_1975;
Kandawala;Kandawala;D_Kandawala;Kandawala
Kartasto Koordinaati Jarjestelma 1966;Kartasto_Koordinaati_Jarjestelma_1966;D_KKJ;
Kertau;Kertau;D_Kertau;Kertau 1948
Korean Datum 1985;Korean_Datum_1985;D_Korean_Datum_1985;
Korean Datum 1995;Korean_Datum_1995;D_Korean_Datum_1995;
Kousseri;Kousseri;D_Kousseri;
Kuwait Oil Company;Kuwait_Oil_Company;D_Kuwait_Oil_Company;
Kuwait Utility;Kuwait_Utility;;
La Canoa;La_Canoa;D_La_Canoa;
Lake;Lake;D_Lake;
Lao 1993;Lao_1993;;
Lao National Datum 1997;Lao_National_Datum_1997;;
Latvia 1992;Latvia_1992;;
Leigon;Leigon;D_Leigon;
Liberia 1964;Liberia_1964;;Liberia 1964
Lisbon 1890;Lisbon_1890;D_Lisbon_1890;
Lisbon 1890 (Lisbon);Lisbon_1890_Lisbon;;
Lisbon 1937;Lisbon_1937;D_Lisbon;
Lisbon 1937 (Lisbon);Lisbon_1937_Lisbon;;
Lithuania 1994 (ETRS89);Lithuania_1994_ETRS89;D_Lithuania_1994;
Locodjo 1965;Locodjo_1965;D_Locodjo_1965;
Loma Quintana;Loma_Quintana;D_Loma_Quintana;
Lome;Lome;;
Luxembourg 1930;Luxembourg_1930;D_Luxembourg_1930;
Luzon 1911;Luzon_1911;D_Luzon_1911;
Madeira 1936;Madeira_1936;D_Madeira_1936;
Madrid 1870 (Madrid);Madrid_1870_Madrid;D_Madrid_1870;
Madzansua;Madzansua;D_Madzansua;
Mahe 1971;Mahe_1971;D_Mahe_1971;Mahe 1971
Makassar;Makassar;D_Makassar;
Makassar (Jakarta);Makassar_Jakarta;;
Malongo 1987;Malongo_1987;;
Manoca;Manoca;D_Manoca;
Manoca 1962;Manoca_1962;D_Manoca_1962;
Martinique 1938;Martinique_1938;;
Massawa;Massawa;D_Massawa;Massawa
Mauritania 1999;Mauritania_1999;;
Merchich;Merchich;D_Merchich;Merchich
Mhast;Mhast;D_Mhast;
Militar-Geographische Institut;Militar-Geographische_Institut;D_MGI;
Militar-Geographische Institut (Ferro);Militar-Geographische_Institut_Ferro;;
Minna;Minna;D_Minna;Minna
Monte Mario;Monte_Mario;D_Monte_Mario;
Monte Mario (Rome);Monte_Mario_Rome;;
Montserrat 1958;Montserrat_1958;D_Montserrat_1958;
MOP78;MOP78;D_MOP78;
Mount Dillon;Mount_Dillon;D_Mount_Dillon;
Moznet (ITRF94);Moznet_ITRF94;D_Moznet;
M'poraloko;M_poraloko;D_Mporaloko;
NAD Michigan;NAD_Michigan;D_North_American_Michigan;
NAD83 (High Accuracy Regional Network);NAD83_High_Accuracy_Regional_Network;D_North_American_1983_HARN;
NAD83 Canadian Spatial Reference System;NAD83_Canadian_Spatial_Reference_System;D_North_American_1983_CSRS98;
Nahrwan 1967;Nahrwan_1967;D_Nahrwan_1967;
Naparima 1955;Naparima_1955;D_Naparima_1955;
Naparima 1972;Naparima_1972;D_Naparima_1972;Naparima, BWI
National Geodetic Network;National_Geodetic_Network;;
NEA74 Noumea;NEA74_Noumea;D_NEA74_Noumea;
New Zealand Geodetic Datum 1949;New_Zealand_Geodetic_Datum_1949;D_New_Zealand_1949;
New Zealand Geodetic Datum 2000;New_Zealand_Geodetic_Datum_2000;D_NZGD_2000;
NGO 1948;NGO_1948;D_NGO_1948;
NGO 1948 (Oslo);NGO_1948_Oslo;;
Nord de Guerre (Paris);Nord_de_Guerre_Paris;D_Nord_de_Guerre;
Nord Sahara 1959;Nord_Sahara_1959;D_Nord_Sahara_1959;
Nord Sahara 1959 (Paris);Nord_Sahara_1959_Paris;;
North American Datum 1927;North_American_Datum_1927;D_North_American_1927;NAD 27 (Continental US)
North American Datum 1927 (1976);North_American_Datum_1927_1976;D_NAD_1927_Definition_1976;
North American Datum 1927 (CGQ77);North_American_Datum_1927_CGQ77;D_NAD_1927_CGQ77;
North American Datum 1983;North_American_Datum_1983;D_North_American_1983;NAD 83
Nouakchott 1965;Nouakchott_1965;;
Nouvelle Triangulation Francaise;Nouvelle_Triangulation_Francaise;;NTF
Nouvelle Triangulation Francaise (Paris);Nouvelle_Triangulation_Francaise_Paris;;NTF (Paris meridian)
NSWC 9Z-2;NSWC_9Z-2;;
Observatario;Observatario;D_Observatario;Observatorio 1966
Old Hawaiian;Old_Hawaiian;D_Old_Hawaiian;Old Hawaiian
OS (SN) 1980;OS_SN_1980;D_OS_SN_1980;
OSGB 1936;OSGB_1936;D_OSGB_1936;
OSGB 1970 (SN);OSGB_1970_SN;;
OSNI 1952;OSNI_1952;D_OSNI_1952;
Padang 1884;Padang_1884;;
Padang 1884 (Jakarta);Padang_1884_Jakarta;;
Palestine 1923;Palestine_1923;D_Palestine_1923;
Pampa del Castillo;Pampa_del_Castillo;D_Pampa_del_Castillo;
PDO Survey Datum 1993;PDO_Survey_Datum_1993;D_PDO_1993;
Petrels 1972;Petrels_1972;D_Petrels_1972;
Point 58;Point_58;D_Point_58;
Pointe Geologie Perroud 1950;Pointe_Geologie_Perroud_1950;D_Pointe_Geologie_Perroud_1950;
Porto Santo 1936;Porto_Santo_1936;D_Porto_Santo_1936;
Porto Santo 1995;Porto_Santo_1995;D_Porto_Santo_1995;
Posiciones Geodesicas Argentinas;Posiciones_Geodesicas_Argentinas;;
Posiciones Geodesicas Argentinas 1998;Posiciones_Geodesicas_Argentinas_1998;;
